Library System,Type of Library System,Year,Population Served,Resident cardholder new registrations,Non-resident cardholder new registrations,BC OneCard new registrations from within the federation,BC OneCard new registrations from outside the federation,Active resident cardholders at year-end,Active resident cardholders as % of population served,Active non-resident cardholders at year-end,"Active BC OneCard cardholders from within the federation, registered at year end","Active BC OneCard cardholders from outside of the federation, at year-end",Active BC OneCard cardholders at year-end,Total cardholders registered at end of year,Total active cardholders as % of population served,Total circulation to OneCard cardholders,Total circulation of print and other physical materials,Circulation of electronic materials,Circulation of all materials,Circulation per capita,Circulation per volume held,Circulation per hour open,Circulation of children's materials,Circulation of books,Circulation of restricted circulation audio materials (e.g. DAISY),Items returned to home library from BC OneCard cardholders at the end of the year,In library use of materials.,"Total circulation, including in-house use",In-person visits.,Total virtual visits.,Total library visits (in person + virtual),Interlibrary loan requests made to other libraries,Items borrowed from other libraries on interlibrary loan,Interlibrary loan borrowing fill rate for loan requests made to other libraries,"Interlibrary loans borrowed per 1,000 circulation",Interlibrary loan requests received from other libraries,Items lent to other libraries on interlibrary loan,Interlibrary loan lending fill rate for requests received,Catalogued print volumes added,Catalogued print volumes held,Uncatalogued print volumes held,Total print volumes held,% of total materials in print format,Print volumes per capita,Total print titles held,Print titles per capita,"Print periodicals, subscriptions held","Print periodicals, titles held","Print materials in other languages, volumes held","Audio-visual materials in other languages, volumes held","Total materials in other languages, volumes held","Total audio-visual materials, volumes added","Restricted circulation talking books, volumes held","General circulation audio materials, volumes held","Videos and DVDs, volumes held","Computer games and CD-ROMs, volumes held","Total audio-visual materials, volumes held","Audio-visual materials, titles held","Total physical materials, volumes added","Total physical materials, volumes held","Total physical materials, titles held","Electronic collections, volumes held","Electronic collections, titles held",% of total materials in electronic format,"Total materials, volumes held",Total materials (incl. non-print) per capita,"Total materials, titles held",Total licensed online database subscriptions,Licensed online databases with remote access,In-person adult reference transactions.,In-person children and teen reference transactions.,Electronic reference transactions.,Total reference transactions,Reference transactions per capita,Adult programs offered at the library,Adult outreach programs,Total adult programs,Total adult program attendance,Children's programs offered at the library,Children's outreach programs,Attendance at children's programs,Young adult programs offered at the library,Attendance at young adult programs,Young adult outreach programs,Total children's and young adult programs,Total children's and young adult program attendance,Total library programs in library,Total program attendance,Program attendance per capita,Children registered in Kids' Summer Reading Club,Young adults registered in Teen Reading Club,Other outreach activities,Total library outreach programs & activities,Total library programs,Newcomer / ELL programs,Attendance at newcomer / ELL programs,Number of newcomer / ELL programs offered outside of the library,"Professional Librarians, hours worked","Professional librarians, FTE","Full time equivalent professional librarians per 1,000 population","Library Technicians, hours worked","Library technicians, FTE","Community Librarians, hours worked","Community librarians, FTE","Other Staff, hours worked","Other staff, FTE","Total Employees, hours worked","Total employees, FTE","Full-time equivalent employees per 1,000 population served","Full-time equivalent employees per 10,000 circulation","Volunteers, hours worked",Volunteer FTEs,Full-time employees,Part-time employees,Total employees,Volunteers,Computers available for public use that provide access to the library catalogue only,Computers available for public use that provide access to the Internet only,Computers available for public use that provide access to the Internet and to application software,Public Internet access computers,"Public Internet access computers per 1,000 service population",Other computers available for public use,Total computers available for public use,Number of service points with wireless internet,Number of times wireless Internet was used,Online database sessions,Number of public access workstation sessions.,Total website and catalogue page views,eReaders,Devices for the visually disabled,Audio visual players,Cameras,Game consoles,Other (describe),Service points,Other occupied facilities,Do you have any LEED certified library buildings?,Do you have any Shared Space facilities?,"Total square metres, all service points",Total square metres per capita,Public seating,Public meeting room capacity,"Total hours open, all service points",Average hours open per week - all service points,Days open per year - all service points,"Municipal support, operating","Municipal support, capital",Municipal support,"Regional district support, operating","Regional district support, capital",Regional district support,Total local government support,Local government support per capita,Total LLB grants,"Provincial project grants, non-LLB",Federal project grants,Other project grants,Total Project grants (excluding LLB grants),Library generated revenue,Donations and fundraising,Other revenue,Total revenue,Revenue per capita,Transfers from reserve funds,Salaries and benefits,Physical library materials,"Electronic databases, online subscriptions, and eBooks",Total library materials (physical and electronic) expenditure,Total library materials (physical and electronic) expenditure per capita,Computer systems and telecommunications,Library facilities,Capital expenditure,Other expenditure,Total expenditure,Total expenditure per capita,Transfers to reserve,Amortization of tangible assets
Creston,A,2011," 13,297 ", 502 , 7 , n.a. , 43 ," 6,478 ",49%, 36 , n.a. , 149 , 149 ," 6,663 ",50%, 725 ," 134,236 "," 1,626 "," 135,862 ",10.2,1.3,73.2," 19,734 "," 74,232 ", -   , 594 , n.d. ," 135,862 ", n.d. ," 11,952 "," 11,952 "," 1,909 "," 1,558 ",82%,11.5," 2,309 "," 1,314 ",57%," 2,904 "," 50,158 ", -   ," 50,158 ",47%,3.8," 46,731 ",3.5, 134 , 146 , 79 , 7 , 86 , 893 , -   ," 2,543 "," 4,784 ", -   ," 7,327 "," 7,320 "," 3,797 "," 57,619 "," 54,197 "," 49,056 "," 21,406 ",46%," 106,675 ",8.0," 75,603 ", 6 , 3 , n.d. , n.d. , n.d. , -   ,0.0, 5 , 3 , 8 , n.d. , 4 , -   , n.d. , 1 , 61 , -   , 5 , 61 , 10 , 61 ,0.0, 84 , 4 , 12 , 15 , 25 , -   , -   , -   ," 1,820 ",1.0,0.08, -   ,0.0," 2,501 ",1.4," 4,253 ",2.3," 8,574 ",4.7,0.35,0.3," 1,941 ",1.1, 1 , 19 , 20 , 81 , 2 , 1 , 7 , 8 ,0.6, 2 , 12 , 1 , n.d. ," 1,001 "," 11,577 ", n.a. ,Y,Y,Y,Y,Y,Digital Projector, 1 , -   ,No,Yes, 836 ,0.06, 52 , 35 ," 1,856 ", 37 , 249 , $-   , $-   , $-   ," $286,722 ", $-   ," $286,722 "," $286,722 ", $21.56 ," $58,033 ", n.a. ," $3,941 ", $-   ," $3,941 "," $14,935 "," $12,873 "," $2,640 "," $379,144 ", $28.51 , $-   ," $221,360 "," $20,897 "," $2,168 "," $23,065 ", $1.73 ," $7,083 "," $72,611 ", $546 ," $18,651 "," $343,316 ", $25.82 , $-   , n.a. 
Dawson Creek,M,2011," 18,780 ", 698 , 27 , n.a. , 97 ," 17,473 ",93%, 87 , n.a. , 266 , 266 ," 17,826 ",95%, 394 ," 121,069 ",  ," 121,069 ",6.4,1.4,45.2," 57,552 "," 115,103 ", 32 , 77 ,  ," 121,069 ",  ," 21,757 "," 21,757 "," 1,451 "," 1,166 ",80%,9.6," 1,666 "," 1,229 ",74%," 4,022 "," 78,648 ", -   ," 78,648 ",93%,4.2," 78,648 ",4.2, 103 , 103 , 372 , 8 , 380 , 650 , -   ," 3,227 "," 2,295 ", 27 ," 5,549 "," 5,549 "," 4,672 "," 84,300 "," 84,300 ", -   , -   ,0%," 84,300 ",4.5," 84,300 ", 7 , 4 ," 8,265 ", n.d. , 254 ," 8,519 ",0.5, 40 , 9 , 49 ," 3,035 ", 220 , 18 ," 5,015 ", 12 , 103 , -   , 250 ," 5,118 ", 272 ," 8,153 ",0.4, 528 , 13 , 44 , 71 , 343 , 2 , 30 , 2 , -   ,0.0,0.00, -   ,0.0, -   ,0.0," 11,460 ",6.3," 11,460 ",6.3,0.34,0.5, -   ,0.0, 2 , 12 , 14 , -   , 6 , -   , 9 , 9 ,0.5, -   , 15 , 1 , 65 , 261 ," 8,685 "," 42,283 ",Y,Y,,,,, 1 , -   ,No,No, 939 ,0.05, 240 , -   ," 2,680 ", 54 , 346 ," $57,000 ", $-   ," $57,000 ", $-   , $-   , $-   ," $57,000 ", $3.04 ," $82,082 "," $1,125 "," $3,901 ", $-   ," $5,026 "," $13,233 "," $7,272 "," $3,063 "," $167,676 ", $8.93 , $-   ," $359,643 "," $46,065 "," $1,470 "," $47,535 ", $2.53 ," $38,778 "," $85,318 "," $21,322 "," $10,842 "," $563,438 ", $30.00 ," $10,123 ", $-   
Elkford,A,2011," 2,705 ", 197 , 1 , 4 , 10 ," 1,377 ",51%, -   , 6 , 10 , 16 ," 1,393 ",51%, 258 ," 15,006 ", n.d. ," 15,006 ",5.5,0.6,8.7," 3,648 "," 12,420 ", -   , 26 ," 2,904 "," 17,910 ",  , n.a. , -   , 360 , 293 ,81%,19.5, 859 , 658 ,77%," 1,319 "," 23,719 "," 1,500 "," 25,219 ",97%,9.3," 24,967 ",9.2, 41 , 41 , -   , -   , -   , 43 , -   , 246 , 174 , 29 , 449 , 449 ," 1,362 "," 25,709 "," 25,457 ", 300 , 300 ,1%," 26,009 ",9.6," 25,757 ", 12 , 9 , 750 , n.d. , 400 ," 1,150 ",0.4, -   , -   , -   , -   , 1 , 4 , 186 , 3 , 150 , -   , 8 , 336 , 4 , 336 ,0.1, -   ,  , 6 , 10 , 14 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0," 1,820 ",1.0," 1,440 ",0.8," 3,260 ",1.8,0.66,1.2, 150 ,0.1, 1 , 2 , 3 , 3 , 2 , -   , 3 , 3 ,1.1, -   , 5 , -   , n.a. , 304 , 850 , n.a. ,,,,,,, 1 , -   ,No,Yes, 252 ,0.09, 24 , -   ," 1,716 ", 34 , 295 ," $72,145 ", n.a. ," $72,145 "," $11,804 ", n.a. ," $11,804 "," $83,949 ", $31.03 ," $19,552 ", $-   ," $3,708 ", $-   ," $3,708 "," $6,808 "," $1,601 "," $1,384 "," $117,002 ", $43.25 , $-   ," $61,941 "," $14,668 "," $1,142 "," $15,810 ", $5.84 ," $6,585 ", $-   ," $12,182 "," $21,649 "," $118,167 ", $43.68 ," $10,000 ", n.a. 
Fernie,A,2011," 7,545 ", 487 , 16 , 30 , 23 ," 4,019 ",53%, 329 , 34 , 67 , 101 ," 4,449 ",59%, 498 ," 40,205 "," 1,017 "," 41,222 ",5.5,0.5,21.9," 14,079 ", n.d. , 5 , n.d. ," 9,074 "," 50,296 "," 45,973 "," 14,675 "," 60,648 ", 834 , 757 ,91%,18.4," 1,040 ", 593 ,57%," 2,342 "," 31,641 "," 1,600 "," 33,241 ",39%,4.4," 28,886 ",3.8, 79 , 79 , 121 , 1 , 122 , 210 , 5 ," 1,138 "," 1,017 ", 22 ," 2,182 "," 2,256 "," 2,552 "," 35,502 "," 31,221 "," 49,356 "," 21,706 ",58%," 84,858 ",11.2," 52,927 ", 12 , 9 ," 14,228 ", n.d. ," 1,977 "," 16,205 ",2.1, 156 , 24 , 180 ," 1,770 ", 260 , 40 ," 5,400 ", 40 , 298 , 2 , 342 ," 5,698 ", 456 ," 7,468 ",1.0, 58 , 1 , 139 , 205 , 661 , 6 , 48 , 2 , -   ,0.0,0.00, -   ,0.0," 4,756 ",2.6," 1,690 ",0.9," 6,446 ",3.5,0.47,0.9," 2,400 ",1.3, 3 , 5 , 8 , 20 , 2 , 2 , 10 , 12 ,1.6, 1 , 15 , 1 , n.d. , 446 ," 2,220 "," 32,915 ",Y,Y,,Y,,"projector, laptop, screen", 1 , -   ,,No, 810 ,0.11, 36 , 30 ," 1,886 ", 38 , 260 ," $177,922 ", $-   ," $177,922 "," $40,134 ", $-   ," $40,134 "," $218,056 ", $28.90 ," $45,807 ", $-   ," $8,355 ", $-   ," $8,355 "," $4,204 "," $14,048 ", $900 ," $291,370 ", $38.62 ," $15,395 "," $233,439 "," $26,848 "," $2,813 "," $29,661 ", $3.93 ," $15,962 "," $13,096 "," $5,197 "," $10,465 "," $307,820 ", $40.80 , $-   , $-   
Fort Nelson,A,2011," 6,209 ", 244 , 39 , 4 , 41 ," 1,876 ",30%, 98 , 7 , 71 , 78 ," 2,052 ",33%, 578 ," 34,076 ", 481 ," 34,557 ",5.6,0.4,16.1," 10,019 "," 24,941 ", -   , 12 ," 4,353 "," 38,910 "," 25,805 "," 8,817 "," 34,622 ", 414 , 361 ,87%,10.4," 1,263 ", 392 ,31%," 3,250 "," 35,071 ", n.d. ," 35,071 ",41%,5.6," 34,027 ",5.5, 48 , 48 , 170 , -   , 170 , 368 , -   , 938 ," 1,159 ", 64 ," 2,161 "," 2,086 "," 3,618 "," 37,280 "," 36,161 "," 49,056 "," 21,406 ",57%," 86,336 ",13.9," 57,567 ", 16 , 13 ," 2,770 ", n.d. , 12 ," 2,782 ",0.4, 1 , 1 , 2 , 12 , 6 , -   , 390 , 1 , 15 , -   , 7 , 405 , 8 , 417 ,0.1, 95 , 6 , 4 , 5 , 13 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0," 1,365 ",0.8," 6,415 ",3.5," 7,780 ",4.3,0.69,1.2, -   ,0.0, 3 , 3 , 6 , -   , 3 , -   , 5 , 5 ,0.8, 3 , 11 , 1 , 402 , 284 ," 3,434 "," 25,590 ",,,,,,"tape recorder, overhead projector", 1 , -   ,No,No, 600 ,0.10, 50 , 25 ," 2,150 ", 43 , 350 ," $292,390 "," $3,500 "," $295,890 ",  ,  , $-   ," $295,890 ", $47.66 ," $34,727 ", $-   ," $3,989 "," $1,250 "," $5,239 "," $9,526 "," $12,083 ", $-   ," $357,465 ", $57.57 , $-   ," $225,324 "," $39,756 "," $2,943 "," $42,699 ", $6.88 ," $12,715 "," $39,821 "," $15,602 "," $28,354 "," $364,515 ", $58.71 , $-   , $-   
Fort St. James,A,2011," 4,004 ", 127 , 39 , 3 , 11 , 806 ,20%, 613 , 8 , 20 , 28 ," 1,447 ",36%, 87 ," 18,701 ", 363 ," 19,064 ",4.8,0.3,12.3," 1,723 "," 11,744 ", -   , 153 ," 6,050 "," 25,114 "," 19,450 "," 4,184 "," 23,634 ", 552 , 471 ,85%,24.7, 771 , 379 ,49%, 918 ," 14,620 ", 427 ," 15,047 ",23%,3.8," 14,578 ",3.6, 41 , 44 , 427 , 2 , 429 , n.d. , 134 , 474 , 248 , 25 , 881 , 881 , 918 ," 15,969 "," 15,503 "," 49,056 "," 21,406 ",75%," 65,025 ",16.2," 36,909 ", 24 , 21 ," 8,400 ", n.d. ," 1,250 "," 9,650 ",2.4, 20 , -   , 20 , 375 , 76 , 2 , 387 , -   , -   , -   , 78 , 387 , 96 , 762 ,0.2, 20 , 1 , 2 , 4 , 100 , 1 , 12 , -   , -   ,0.0,0.00, -   ,0.0," 1,665 ",0.9," 2,490 ",1.4," 4,155 ",2.3,0.57,1.2, 70 ,0.0, -   , 4 , 4 , 3 , 1 , -   , 5 , 5 ,1.2, -   , 6 , -   , -   , 45 ," 3,500 "," 9,263 ",,,,,,, 1 , -   ,No,No, 372 ,0.09, 45 , 50 ," 1,550 ", 31 , 227 ," $98,356 ", $-   ," $98,356 "," $11,000 ", $-   ," $11,000 "," $109,356 ", $27.31 ," $31,000 ", $-   , $-   , $-   , $-   , $685 , $174 ," $2,207 "," $143,422 ", $35.82 , $-   ," $72,765 "," $10,405 "," $2,831 "," $13,236 ", $3.31 ," $3,402 "," $33,816 "," $19,382 ", $-   ," $142,601 ", $35.61 , $-   , n.d. 
Fort St. John,A,2011," 33,283 "," 1,282 ", -   , 38 , 57 ," 4,171 ",13%, 2 , 78 , 66 , 144 ," 4,317 ",13%," 1,106 "," 128,138 "," 2,486 "," 130,624 ",3.9,1.0,54.1," 49,188 "," 95,171 ", 30 , 154 ," 11,820 "," 142,444 "," 74,539 "," 15,961 "," 90,500 ", 850 , 714 ,84%,5.5," 1,351 ", 781 ,58%," 5,196 "," 77,861 ", 10 ," 77,871 ",60%,2.3," 73,580 ",2.2, 111 , 111 , 888 , 12 , 900 , 333 , 35 ," 1,859 "," 1,565 ", -   ," 3,459 "," 3,383 "," 5,529 "," 81,441 "," 77,074 "," 49,056 "," 21,406 ",38%," 130,497 ",3.9," 98,480 ", 10 , 7 ," 7,700 ", n.d. ," 1,300 "," 9,000 ",0.3, 14 , 4 , 18 , 330 , 250 , 65 ," 8,050 ", -   , -   , -   , 315 ," 8,050 ", 264 ," 8,380 ",0.3, 410 , 9 , 35 , 104 , 368 , -   , -   , -   , -   ,0.0,0.00," 2,749 ",1.5," 2,315 ",1.3," 12,415 ",6.8," 17,479 ",9.6,0.29,0.7, 532 ,0.3, 2 , 25 , 27 , 6 , 2 , 1 , 8 , 9 ,0.3, 1 , 12 , 1 ," 2,000 ", 301 ," 12,227 "," 49,456 ",,Y,,,,, 1 , -   ,No,Yes, 720 ,0.02, 40 , -   ," 2,414 ", 48 , 289 ," $380,000 ", $-   ," $380,000 "," $85,800 ", $-   ," $85,800 "," $465,800 ", $14.00 ," $118,902 ", $-   ," $10,685 "," $11,654 "," $22,339 "," $22,590 "," $30,349 "," $7,578 "," $667,558 ", $20.06 , $-   ," $372,912 "," $61,524 "," $14,305 "," $75,829 ", $2.28 ," $34,906 "," $79,814 ", $-   ," $46,393 "," $609,854 ", $18.32 ," $25,475 ", n.a. 
Fraser Lake,A,2011," 3,261 ", 155 , 2 , 17 , 16 , 388 ,12%, 1 , 6 , 22 , 28 , 417 ,13%, 274 ," 11,136 ",  ," 11,136 ",3.4,0.7,8.2," 1,949 "," 11,136 ", -   , 300 , n.d. ," 11,136 ",  ," 2,376 "," 2,376 "," 1,034 ", 771 ,75%,69.2, 823 , 496 ,60%," 2,505 "," 16,074 ", -   ," 16,074 ",97%,4.9," 15,503 ",4.8, 51 , 51 , -   , -   , -   , 50 , -   , 29 , 376 , 60 , 465 , 463 ," 2,555 "," 16,590 "," 16,017 ", -   , -   ,0%," 16,590 ",5.1," 16,017 ", 7 , 4 ," 4,504 ", 35 , n.d. ," 4,539 ",1.4, 22 , -   , 22 , 244 , 18 , 7 , 470 , -   , n.a. , -   , 25 , 470 , 40 , 714 ,0.2, 32 , 1 , 22 , 29 , 69 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0, -   ,0.0," 3,994 ",2.2," 3,994 ",2.2,0.67,2.0, 730 ,0.4, -   , 4 , 4 , 20 , 1 , -   , 4 , 4 ,1.2, -   , 5 , -   , -   , 17 , n.d. ," 5,449 ",,,,,,, 1 , -   ,No,No, n.d. ,, 5 , n.a. ," 1,352 ", 27 , 260 ," $46,500 ", n.a. ," $46,500 "," $15,126 ", n.a. ," $15,126 "," $61,626 ", $18.90 ," $26,375 ", n.a. ," $8,460 "," $17,162 "," $25,622 "," $2,219 "," $2,625 ", $-   ," $118,467 ", $36.33 , n.d. ," $75,259 "," $12,412 ", $427 ," $12,839 ", $3.94 ," $18,088 ", n.a. ," $3,456 "," $12,268 "," $121,910 ", $37.38 ," $16,135 ", n.d. 
Fraser Valley,R,2011," 688,956 "," 32,135 ", 35 ," 3,766 ", 194 ," 244,924 ",36%, 202 ," 21,294 ", 826 ," 22,120 "," 267,246 ",39%," 419,740 "," 7,187,689 "," 107,126 "," 7,294,815 ",10.6,7.2,116.4," 2,314,154 "," 4,990,635 "," 31,001 ", n.d. , n.d. ," 7,294,815 "," 3,487,711 "," 1,290,921 "," 4,778,632 "," 5,451 "," 5,193 ",95%,0.7," 5,208 "," 3,223 ",62%," 98,919 "," 675,133 "," 119,833 "," 794,966 ",79%,1.2," 173,026 ",0.3," 3,270 ", 500 ," 28,357 "," 3,503 "," 31,860 "," 31,105 "," 9,140 "," 56,424 "," 94,289 ", 626 ," 160,479 "," 35,194 "," 130,024 "," 958,715 "," 208,720 "," 49,581 "," 21,931 ",5%," 1,008,296 ",1.5," 230,651 ", 33 , 29 ," 307,958 ", n.d. ," 4,668 "," 312,626 ",0.5," 1,837 ", 156 ," 1,993 "," 43,476 "," 2,449 "," 1,278 "," 160,183 ", 353 ," 8,759 ", 38 ," 4,118 "," 168,942 "," 4,639 "," 212,418 ",0.3," 12,530 ", 426 , n.d. ," 1,472 "," 6,111 ", 153 ," 1,320 ", 1 ," 76,674 ",42.1,0.06," 73,138 ",40.2, -   ,0.0," 254,709 ",140.0," 404,521 ",222.3,0.32,0.3, -   ,0.0, 117 , 183 , 300 , -   , -   , 272 , -   , 272 ,0.4, 80 , 352 , 20 , n.d. ," 107,126 ", n.d. , n.a. ,,Y,,,,, 25 , -   ,No,No," 21,978 ",0.03, n.d. , n.d. ," 62,684 "," 1,254 "," 7,343 "," $19,677,316 ", $-   ," $19,677,316 "," $204,237 ", $-   ," $204,237 "," $19,881,553 ", $28.86 ," $1,409,147 ", $-   ," $9,285 "," $4,125 "," $13,410 "," $948,778 "," $89,305 "," $45,775 "," $22,387,968 ", $32.50 , $-   ," $15,477,019 "," $3,164,832 "," $536,360 "," $3,701,192 ", $5.37 ," $902,502 "," $354,668 "," $540,183 "," $1,678,905 "," $22,654,469 ", $32.88 , $-   ," $3,046,459 "
Gibsons & District,A,2011," 11,775 ", 647 , -   , -   , 4 ," 5,499 ",47%, -   ," 1,243 ", 27 ," 1,270 "," 6,769 ",57%," 10,709 "," 168,657 "," 4,719 "," 173,376 ",14.7,1.9,83.3," 35,395 "," 120,150 ", 56 , n.d. ," 19,864 "," 193,240 ", 629 ," 47,316 "," 47,945 "," 1,802 "," 1,538 ",85%,8.9," 2,630 "," 1,721 ",65%," 2,933 "," 36,370 ", -   ," 36,370 ",41%,3.1," 33,946 ",2.9, 91 , 91 , 43 , 275 , 318 , 324 , 50 ," 1,128 "," 2,519 ", 119 ," 3,816 "," 3,490 "," 3,257 "," 40,277 "," 37,527 "," 49,356 "," 21,706 ",55%," 89,633 ",7.6," 59,233 ", 19 , 15 ," 5,512 ", n.d. ," 1,248 "," 6,760 ",0.6, 20 , 4 , 24 , 825 , 80 , 8 ," 2,215 ", 3 , 45 , -   , 91 ," 2,260 ", 103 ," 3,085 ",0.3, 121 , 1 , 4 , 16 , 119 , -   , -   , -   ," 1,820 ",1.0,0.08," 1,820 ",1.0, -   ,0.0," 7,630 ",4.2," 11,270 ",6.2,0.53,0.4," 1,300 ",0.7, 1 , 12 , 13 , 14 , 4 , -   , 6 , 6 ,0.5, -   , 10 , 1 , n.d. ," 12,689 "," 8,056 "," 107,731 ",,,,,,, 1 , -   ,,No, 648 ,0.06, 28 , 39 ," 2,081 ", 42 , 320 , n.a. , n.a. , $-   ," $502,832 ", $-   ," $502,832 "," $502,832 ", $42.70 ," $61,511 ", $-   , $-   , $-   , $-   ," $22,585 "," $6,000 ", $-   ," $592,928 ", $50.35 , $-   ," $397,829 "," $72,148 ", n.d. ," $72,148 ", $6.13 ," $14,105 "," $41,154 ", $-   ," $60,108 "," $585,344 ", $49.71 , $-   ," $10,089 "
Grand Forks,A,2011," 8,895 ", 544 , 2 , 49 , 36 ," 2,763 ",31%, 8 , 42 , 110 , 152 ," 2,923 ",33%," 1,587 "," 76,578 "," 1,252 "," 77,830 ",8.7,1.0,31.8," 9,997 "," 71,949 ", 48 , 230 ," 8,950 "," 86,780 "," 72,998 "," 5,956 "," 78,954 "," 1,947 "," 1,636 ",84%,21.0," 1,320 ", 808 ,61%," 3,365 "," 27,276 ", 20 ," 27,296 ",35%,3.1," 25,552 ",2.9, 85 , 85 , -   , -   , -   , 376 , 20 ," 1,632 ", 830 , -   ," 2,482 "," 2,431 "," 3,741 "," 29,863 "," 28,068 "," 49,056 "," 21,406 ",62%," 78,919 ",8.9," 49,474 ", 20 , 17 ," 3,674 ", n.d. , 67 ," 3,741 ",0.4, 97 , 3 , 100 ," 1,067 ", 70 , 8 ," 1,144 ", 4 , 55 , -   , 82 ," 1,199 ", 171 ," 2,266 ",0.3, 105 , 4 , 4 , 15 , 186 , -   , -   , -   ," 1,820 ",1.0,0.11," 1,950 ",1.1, -   ,0.0," 3,770 ",2.1," 7,540 ",4.1,0.47,0.5," 2,200 ",1.2, 3 , 6 , 9 , 35 , 2 , -   , 6 , 6 ,0.7, 1 , 9 , 1 ," 2,328 ", 537 ," 8,333 "," 45,586 ",Y,Y,,,,, 2 , -   ,No,Yes, 540 ,0.06, 45 , 40 ," 2,444 ", 49 , 280 ,  ,  , $-   ," $289,756 ",  ," $289,756 "," $289,756 ", $32.58 ," $48,154 ", $-   ," $9,065 ", $250 ," $9,315 "," $11,798 "," $5,088 ", $800 ," $364,911 ", $41.02 ," $13,000 "," $262,620 "," $35,890 "," $2,207 "," $38,097 ", $4.28 ," $2,429 "," $44,837 ", $-   ," $33,361 "," $381,344 ", $42.87 , $-   ," $84,734 "
Granisle,A,2011, 396 , 32 , 3 , -   , 2 , 22 ,6%, n.d. , -   , 2 , 2 , 24 ,6%, -   ," 1,739 ", -   ," 1,739 ",4.4,0.1,1.8, 310 , n.d. , -   , -   , n.d. ," 1,739 "," 2,152 ", 325 ," 2,477 ", 87 , 75 ,86%,43.1, 102 , 69 ,68%," 3,979 "," 13,850 ", -   ," 13,850 ",99%,35.0," 13,447 ",34.0, 33 , 33 , -   , -   , -   , 85 , 34 , 86 , 45 , -   , 165 , 84 ," 4,064 "," 14,048 "," 13,564 ", -   , -   ,0%," 14,048 ",35.5," 13,564 ", 12 , 8 , n.d. , n.d. , n.d. , -   ,0.0, -   , -   , -   , -   , 1 , -   , 5 , -   , -   , -   , 1 , 5 , 1 , 5 ,0.0, 5 , 1 , -   , -   , 1 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0, -   ,0.0," 1,508 ",0.8," 1,508 ",0.8,2.09,4.8, n.d. ,, -   , 4 , 4 , 1 , 1 , -   , 4 , 4 ,10.1, -   , 5 , 1 , n.d. , 1 , 878 , 982 ,,,,,,, 1 , -   ,No,Yes, 119 ,0.30, 17 , -   , 957 , 19 , 249 ," $36,116 ", $500 ," $36,616 ", $-   , $-   , $-   ," $36,616 ", $92.46 ," $12,606 ", $146 ," $3,620 ", $-   ," $3,766 "," $1,185 ", $-   ," $1,185 "," $55,358 ", $139.79 , $-   ," $28,768 "," $10,246 "," $1,451 "," $11,697 ", $29.54 ," $2,265 ", $-   , $-   ," $9,688 "," $52,418 ", $132.37 , $-   , $-   
Greater Victoria,M,2011," 317,043 "," 16,500 ", 81 , 27 , 734 ," 190,463 ",60%, 460 , 167 ," 3,307 "," 3,474 "," 194,397 ",61%," 15,684 "," 6,071,874 "," 66,114 "," 6,137,988 ",19.4,6.3,216.6," 2,012,091 "," 3,604,248 "," 13,672 "," 2,014 "," 757,900 "," 6,895,888 "," 2,853,000 "," 1,794,691 "," 4,647,691 "," 7,296 "," 6,012 ",82%,1.0," 6,369 "," 3,420 ",54%," 64,067 "," 765,038 "," 30,873 "," 795,911 ",82%,2.5," 329,397 ",1.0," 1,972 ", 756 ," 16,275 "," 6,820 "," 23,095 "," 16,058 "," 8,587 "," 51,370 "," 57,994 "," 3,639 "," 121,590 "," 61,368 "," 80,125 "," 919,473 "," 391,521 "," 50,581 "," 22,931 ",5%," 970,054 ",3.1," 414,452 ", 27 , 24 ," 229,850 ",  , 400 ," 230,250 ",0.7, 228 , 51 , 279 ," 11,385 "," 1,271 ", 464 ," 50,267 ", 334 ," 3,811 ", 3 ," 2,072 "," 54,078 "," 1,833 "," 65,463 ",0.2," 5,315 ", 235 , 110 , 628 ," 2,461 ", 3 , n.d. , 10 ," 72,251 ",39.7,0.13," 1,820 ",1.0, -   ,0.0," 255,455 ",140.4," 329,526 ",181.1,0.57,0.3," 2,331 ",1.3, 117 , 201 , 318 , 277 , 68 , n.a. , 211 , 211 ,0.7, 20 , 299 , 10 , n.d. ," 285,487 "," 266,104 "," 3,074,330 ",Y,Y,Y,,,, 10 , -   ,Yes,Yes," 13,009 ",0.04, 600 , 382 ," 28,343 ", 567 , 353 ," $13,391,101 ",  ," $13,391,101 ",  ,  , $-   ," $13,391,101 ", $42.24 ," $646,164 ", $-   ," $28,673 "," $101,119 "," $129,792 "," $764,458 "," $838,474 "," $106,187 "," $15,876,176 ", $50.08 ," $261,627 "," $11,007,706 "," $1,560,412 "," $325,392 "," $1,885,804 ", $5.95 ," $281,026 "," $683,644 "," $395,384 "," $658,551 "," $14,912,115 ", $47.03 ," $85,000 "," $2,010,569 "
